Title,Score,EpisodeCount,Studio,Source,Aired,Members,Favorites,Popularity,Rank
"City Hunter 91""",7.76,13, Sunrise, Manga, Spring 1991,18874,44,4258,951
Detective Conan OVA 10: Kid in Trap Island,7.76,1, TMS Entertainment, Manga,TBD,16800,14,4481,952
Genshiken 2,7.76,12, Arms, Manga, Fall 2007,77805,198,2013,953
Gochuumon wa Usagi Desu ka??: Sing for You\Is the Order a Rabbit?? OVA,7.76,1, production doA, 4-koma manga,TBD,21333,76,4031,954
Heike Monogatari\The Heike Story,7.76,11, Science SARU, Book, Fall 2021,58629,383,2390,955
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.76,1, A.C.G.T., Light novel,TBD,51700,45,2555,956
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,373, Gallop, Manga, Summer 1996,15199,154,4652,957
Little Witch Academia: Mahoujikake no Parade\Little Witch Academia: The Enchanted Parade,7.76,1, Trigger, Original,TBD,158435,316,1196,958
Aggressive Retsuko (ONA) 2nd Season,7.75,10, Fanworks, Other,TBD,95187,228,1768,959
BanG Dream! GarupaPico: Oomori,7.75,26, SANZIGEN, Manga,TBD,9120,58,5692,960
Charlotte,7.75,13, P.A. Works, Original, Summer 2015,1378672,20291,63,961
Claymore,7.75,26, Madhouse, Manga, Spring 2007,608151,7731,268,962
Doraemon (1979)\Doraemon,7.75,1787, Shin-Ei Animation, Manga, Spring 1979,51682,484,2557,963
Free! Take Your Marks\Free! -Take Your Marks-,7.75,1, Kyoto Animation, Original,TBD,68698,124,2173,964
Golden Time,7.75,24, J.C.Staff, Light novel, Fall 2013,887472,11550,140,965
Gundam Build Fighters,7.75,25, Sunrise, Original, Fall 2013,67308,596,2209,966
Hibike! Euphonium Movie 3: Chikai no Finale\Sound! Euphonium: Our Promise: A Brand New Day,7.75,1, Kyoto Animation, Novel,TBD,52389,132,2544,967
InuYasha: Kuroi Tessaiga,7.75,1, Sunrise, Manga,TBD,34421,68,3198,968
Jinrui wa Suitai Shimashita\Humanity Has Declined,7.75,12, AIC ASTA, Light novel, Summer 2012,174563,1871,1073,969
Junjou Romantica 2\Junjo Romantica 2,7.75,12, Studio Deen, Manga, Fall 2008,166996,953,1135,970
Kuroko no Basket: Last Game NG-shuu,7.75,1, Production I.G, Manga,TBD,28045,43,3551,971
Mobile Suit Gundam Wing: Endless Waltz,7.75,3, Sunrise, Original,TBD,44748,171,2759,972
Saint Seiya: Meiou Hades Meikai-hen\Saint Seiya: The Hades Chapter - Inferno,7.75,12, Toei Animation, Manga,TBD,45271,143,2742,973
Shadows House,7.75,13, CloverWorks, Manga, Spring 2021,163137,1195,1164,974
Shiki,7.75,22, Daume, Manga, Summer 2010,535278,7494,327,975
Shokugeki no Souma: Shin no Sara\Food Wars! The Fourth Plate,7.75,12, J.C.Staff, Manga, Fall 2019,512228,1238,342,976
Tegamibachi Reverse\Tegami Bachi: Letter Bee Reverse,7.75,25, Studio Pierrot, Manga, Fall 2010,59115,205,2381,977
"Udon no Kuni no Kiniro Kemari\Pocos Udon World""",7.75,12, LIDENFILMS, Manga, Fall 2016,117718,579,1488,978
"Ushiro no Shoumen Daare\Whos Left Behind?""",7.75,1, Mushi Production, Novel,TBD,10987,23,5281,979
Wonder Egg Priority,7.75,12, CloverWorks, Original, Winter 2021,610831,8190,265,980
Neko no Ongaeshi\The Cat Returns,7.74,1, Studio Ghibli, Other,TBD,229890,1203,833,981
Ranma  OVA,7.74,6," Studio Deen, Kitty Films", Manga,TBD,29431,64,3468,982
Saint Seiya\Saint Seiya: Knights of the Zodiac,7.74,114, Toei Animation, Manga, Fall 1986,167377,3585,1131,983
Sidonia no Kishi: Daikyuu Wakusei Seneki\Knights of Sidonia: Battle for Planet Nine,7.74,12, Polygon Pictures, Manga, Spring 2015,110445,340,1577,984
Slayers,7.74,26, E&G Films, Light novel, Spring 1995,128832,1857,1406,985
StarTwinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.74,1, Toei Animation, Original,TBD,2928,13,8710,986
Tantei Gakuen Q\Detective School Q,7.74,45, Studio Pierrot, Manga, Spring 2003,31850,225,3328,987
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.74,1, Xebec, Original,TBD,12321,9,5061,988
Ueki no Housoku\The Law of Ueki,7.74,51, Studio Deen, Manga, Spring 2005,108907,815,1593,989
Ani ni Tsukeru Kusuri wa Nai! 2,7.74,24," Fanworks, Imagineer", Web manga, Summer 2018,41352,81,2890,990
Bishoujo Senshi Sailor Moon Crystal Season III\Pretty Guardian Sailor Moon Crystal Season III,7.74,13, Toei Animation, Manga, Spring 2016,51297,317,2564,991
Black Jack,7.74,12, Tezuka Productions, Manga,TBD,35022,291,3173,992
Crayon Shin-chan\Shin Chan,7.74,0, Shin-Ei Animation, Manga, Spring 1992,70581,1017,2138,993
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.\My Roommate is a Cat",7.74,12, Zero-G, Web manga, Winter 2019,165470,1078,1148,994
Douluo Dalu: Feng Qi Tang Men,7.74,13, Sparkly Key Animation Studio, Novel,TBD,1607,13,10305,995
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks\Dragon Ball Z Special 2: The History of Trunks,7.74,1, Toei Animation, Manga,TBD,94829,146,1771,996
Free! Movie 3: Road to the World - Yume,7.74,1," Kyoto Animation, Animation Do", Original,TBD,23199,41,3880,997
Free! Movie 4: The Final Stroke - Zenpen,7.74,1, Kyoto Animation, Original,TBD,48332,175,2661,998
Gakuen Babysitters Special,7.74,1,Studios: Brains Base, Manga,TBD,33398,43,3260,999
Go! Princess Precure,7.74,50, Toei Animation, Original, Winter 2015,14939,275,4679,1000
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai\Miss Kobayashis Dragon Maid Episode 14: Valentines, and Then Hot Springs! - Please Dont Get Your Hopes Up""",7.74,1, Kyoto Animation, Manga,TBD,185439,249,1016,1001
Kyoukai no Kanata\Beyond the Boundary,7.74,12, Kyoto Animation, Light novel, Fall 2013,1035513,11176,109,1002
Kyousou Giga (TV)\Kyousougiga,7.74,10, Toei Animation, Original, Fall 2013,169151,1838,1113,1003
LuckyStar,7.74,24, Kyoto Animation, 4-koma manga, Spring 2007,593550,10997,273,1004
Mairimashita! Iruma-kun\Welcome to Demon School! Iruma-kun,7.74,23, Bandai Namco Pictures, Manga, Fall 2019,348608,2865,521,1005
Arakawa Under the Bridge x Bridge,7.73,13, Shaft, Manga, Fall 2010,151976,404,1237,1006
Asagao to Kase-san.\Kase-san and Morning Glories,7.73,1, Zexcs, Manga,TBD,87546,881,1866,1007
"Chuunibyou demo Koi ga Shitai!\Love, Chunibyo & Other Delusions!",7.73,12, Kyoto Animation, Light novel, Fall 2012,1196793,16420,86,1008
Detective Conan Movie 24: The Scarlet Bullet,7.73,1, TMS Entertainment, Manga,TBD,13882,82,4817,1009
Final Fantasy VII: Advent Children,7.73,1, Square Enix, Game,TBD,202461,1057,950,1010
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season\GATE",7.73,12, A-1 Pictures, Light novel, Winter 2016,487148,1715,358,1011
Gekkan Shoujo Nozaki-kun Specials,7.73,6, Doga Kobo, 4-koma manga,TBD,125220,103,1425,1012
Ginga Eiyuu Densetsu: Die Neue These - Kaikou\Legend of the Galactic Heroes: Die Neue These,7.73,12, Production I.G, Novel, Spring 2018,72483,393,2097,1013
Hidamari Sketch x 365 Specials,7.73,3, Shaft, 4-koma manga,TBD,16003,9,4559,1014
Junjou Romantica OVA,7.73,2, Studio Deen, Manga,TBD,50631,70,2588,1015
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D\Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,7.73,1, Production I.G, Unknown,TBD,14629,16,4717,1016
Mahouka Koukou no Rettousei: Tsuioku-hen\The Irregular at Magic High School: Reminiscence Arc,7.73,1, 8bit, Light novel,TBD,60400,324,2348,1017
Master Keaton OVA,7.73,15, Madhouse, Manga,TBD,8594,20,5857,1018
Noragami OVA,7.73,2, Bones, Manga,TBD,298254,374,633,1019
Pokemon: The Origin\Pokmon: Origins,7.73,4," Production I.G, Xebec, OLM", Game,TBD,208355,610,920,1020
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni,7.73,1, Production I.G, Original,TBD,76424,92,2033,1021
School Rumble: Ichi Gakki Hoshuu,7.73,2, Studio Comet, Manga,TBD,55950,98,2464,1022
Sonny Boy,7.73,12, Madhouse, Original, Summer 2021,215625,3528,889,1023
Tetsuwan Birdy Decode:02\Birdy the Mighty: Decode 02,7.73,12, A-1 Pictures, Manga, Winter 2009,48352,246,2660,1024
Yamato Nadeshiko Shichihenge\The Seven Metamorphoses of Yamato Nadeshiko,7.73,25, Nippon Animation, Manga, Fall 2006,147833,2161,1266,1025
Memories,7.72,3," Madhouse, Studio 4C", Manga,TBD,100833,515,1704,1026
Mujin Wakusei Survive,7.72,52," Madhouse, Telecom Animation Film", Original, Fall 2003,26218,279,3670,1027
Nanatsu no Taizai\The Seven Deadly Sins,7.72,24, A-1 Pictures, Manga, Fall 2014,1799836,18765,29,1028
New Game!!,7.72,12, Doga Kobo, 4-koma manga, Summer 2017,232862,847,822,1029
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima\One Piece: Baron Omatsuri and the Secret Island,7.72,1, Toei Animation, Manga,TBD,82947,276,1943,1030
"One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi\Episode of Sabo: Bond of Three Brothers, A Miraculous Reunion and an Inherited Will",7.72,1, Toei Animation, Manga,TBD,34085,26,3218,1031
Psycho-Pass Movie\Psycho-Pass: The Movie,7.72,1, Production I.G, Original,TBD,242597,501,796,1032
Rozen Maiden: Ouvertre,7.72,2, Nomad, Manga,TBD,57898,200,2414,1033
Rurouni Kenshin DVD-BOX Special Ending\Samurai X DVD-BOX Special Ending,7.72,1," None found, add some", Manga,TBD,17164,54,4437,1034
Taiyou no Ko Esteban\The Mysterious Cities of Gold,7.72,39, Studio Pierrot, Novel, Summer 1982,11377,96,5209,1035
Tsuki ga Michibiku Isekai Douchuu\Tsukimichi -Moonlit Fantasy-,7.72,12, C2C, Light novel, Summer 2021,258614,2835,749,1036
Uramichi Oniisan\Life Lessons with Uramichi-Oniisan,7.72,13, Studio Blanc, Web manga, Summer 2021,156122,1575,1212,1037
Watashi no Ashinaga Ojisan\My Daddy Long Legs,7.72,40, Nippon Animation, Novel, Winter 1990,14308,139,4766,1038
Aharen-san wa Hakarenai,7.72,0, Felix Film, Manga, Spring 2022,106396,683,1624,1039
Berserk: Ougon Jidai-hen I - Haou no Tamago\Berserk: The Golden Age Arc I - The Egg of the King,7.72,1, Studio 4C, Manga,TBD,195759,845,975,1040
Break Blade 2: Ketsubetsu no Michi\Broken Blade 2,7.72,1," Production I.G, Xebec", Manga,TBD,59717,23,2366,1041
Change!! Getter Robo: Sekai Saigo no Hi\Getter Robo: Armageddon,7.72,13,Studios: Brains Base, Unknown,TBD,13208,314,4908,1042
"Chis Sweet Home: Atarashii Ouchi\Chis New Address""",7.72,104, Madhouse, Manga, Spring 2009,27389,102,3601,1043
D.Gray-man Hallow,7.72,13, TMS Entertainment, Manga, Summer 2016,174488,991,1077,1044
Haikyuu!! Lev Genzan!,7.72,1, Production I.G, Manga,TBD,117604,183,1491,1045
Hakuouki Movie 2: Shikon Soukyuu\Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,7.72,1, Studio Deen, Visual novel,TBD,20188,62,4115,1046
Heikousen,7.72,1," 10Gauge, Studio DURIAN", Original,TBD,3761,44,8075,1047
IDOLiSH7,7.72,17, TROYCA, Game, Winter 2018,54938,1104,2485,1048
Karakai Jouzu no Takagi-san\Teasing Master Takagi-san,7.72,12, Shin-Ei Animation, Manga, Winter 2018,501512,4555,349,1049
Kuroko no Basket 2nd Season NG-shuu,7.72,9, Production I.G, Manga,TBD,59693,123,2367,1050
"Kyoukai no Kanata Movie 1: Ill Be Here - Kako-hen\Beyond the Boundary: Ill Be Here - Past""",7.72,1, Kyoto Animation, Light novel,TBD,146315,234,1277,1051
Macross Plus Movie Edition,7.72,1, Triangle Staff, Original,TBD,15304,78,4637,1052
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",7.71,1, Bones, Manga,TBD,69738,157,2158,1053
Akage no Anne\Anne of Green Gables,7.71,50, Nippon Animation, Novel, Winter 1979,27173,596,3611,1054
Aoi Bungaku Series,7.71,12, Madhouse, Novel, Fall 2009,199039,1502,963,1055
Baka to Test to Shoukanjuu Ni!\Baka & Test  Summon the Beasts 2,7.71,13, SILVER LINK., Light novel, Summer 2011,347047,1163,526,1056
Bishoujo Senshi Sailor Moon Eternal Movie 2,7.71,1," Toei Animation, Studio Deen", Manga,TBD,16961,75,4463,1057
Daicon Opening Animations,7.71,2, Gainax, Other,TBD,18063,171,4341,1058
Detective Conan Movie 16: The Eleventh Striker,7.71,1, TMS Entertainment, Manga,TBD,38082,20,3035,1059
Detective Conan Movie 19: The Hellfire Sunflowers\Detective Conan: The Sunflowers of Inferno,7.71,1, TMS Entertainment, Manga,TBD,33517,44,3252,1060
Doupo Cangqiong 3rd Season,7.71,12, Motion Magic, Novel,TBD,5457,36,6986,1061
Dragon Ball Kai\Dragon Ball Z Kai,7.71,97, Toei Animation, Manga, Spring 2009,332883,2699,550,1062
Gakkou no Kaidan\Ghost Stories,7.71,19, Studio Pierrot, Original, Fall 2000,163581,1507,1158,1063
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!\Girls & Panzer: This is the Real Anzio Battle!,7.71,1, Actas, Original,TBD,41960,58,2864,1064
Hanasakeru Seishounen,7.71,39, Studio Pierrot, Manga, Spring 2009,63801,554,2276,1065
Hourou Musuko\Wandering Son,7.71,11, AIC Classic, Manga, Winter 2011,118252,1008,1484,1066
Joshikousei no Mudazukai\Wasteful Days of High School Girls,7.71,12, Passione, Web manga, Summer 2019,100396,582,1712,1067
Jujutsu Kaisen,7.71,3, Yokohama Animation Lab, Manga,TBD,41899,1931,2868,1068
Little Busters!: EX\Little Busters! EX,7.71,8, J.C.Staff, Visual novel,TBD,50952,148,2579,1069
Macross Plus,7.71,4, Triangle Staff, Original,TBD,42356,371,2851,1070
Nurarihyon no Mago OVA,7.71,2, Studio Deen, Manga,TBD,23179,20,3884,1071
One Punch Man: Road to Hero,7.71,1, Madhouse, Web manga,TBD,287840,315,659,1072
Panty & Stocking with Garterbelt,7.71,13, Gainax, Original, Fall 2010,338601,4841,542,1073
Shingeki no Kyojin: Chronicle\Attack on Titan: Chronicle,7.71,1, Wit Studio, Manga,TBD,70610,216,2137,1074
Shirobako Movie,7.71,1, P.A. Works, Original,TBD,42776,63,2828,1075
Turn A Gundam\ Gundam,7.71,50," Sunrise, Nakamura Production", Original, Spring 1999,40979,819,2901,1076
Mobile Suit Gundam Wing,7.7,49, Sunrise, Original, Spring 1995,146092,2222,1279,1077
One Punch Man Specials\One Punch Man OVAs,7.7,6, Madhouse, Web manga,TBD,276513,321,689,1078
Princess Principal,7.7,12," Actas, Studio 3Hz", Original, Summer 2017,182259,2245,1029,1079
Seitokai Yakuindomo*,7.7,13, GoHands, 4-koma manga, Winter 2014,230423,543,831,1080
Senpai ga Uzai Kouhai no Hanashi\My Senpai is Annoying,7.7,12, Doga Kobo, Manga, Fall 2021,231331,1531,825,1081
Shingeki no Kyojin Movie 1: Guren no Yumiya\Attack on Titan: Crimson Bow and Arrow,7.7,1, Wit Studio, Manga,TBD,102718,163,1676,1082
Soukou Kihei Votoms\Armored Trooper Votoms,7.7,52, Sunrise, Original, Spring 1983,20965,332,4058,1083
"Tenshi no Tamago\Angels Egg""",7.7,1, Studio Deen, Original,TBD,117759,2613,1486,1084
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.7,8, Lerche, Manga,TBD,63231,173,2287,1085
BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,7.71,2, SANZIGEN, Other,TBD,1771,11,10046,1086
BanG Dream! Film Live,7.7,1, SANZIGEN, Original,TBD,9759,41,5536,1087
Bishoujo Senshi Sailor Moon\Sailor Moon,7.7,46, Toei Animation, Manga, Spring 1992,333150,8915,548,1088
Bishoujo Senshi Sailor Moon R\Sailor Moon R,7.7,43, Toei Animation, Manga, Spring 1993,139802,731,1324,1089
Bishoujo Senshi Sailor Moon R: The Movie\Sailor Moon R: The Movie - The Promise of the Rose,7.7,1, Toei Animation, Manga,TBD,58749,196,2388,1090
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri\GATE",7.7,12, A-1 Pictures, Light novel, Summer 2015,705026,5555,217,1091
"JoJo no Kimyou na Bouken: Phantom Blood\JoJos Bizarre Adventure: Phantom Blood""",7.7,1, APPP, Manga,TBD,59965,563,2359,1092
Koutetsujou no Kabaneri Movie 3: Unato Kessen\Kabaneri of the Iron Fortress: The Battle of Unato,7.7,1, Wit Studio, Original,TBD,106050,228,1634,1093
Ani ni Tsukeru Kusuri wa Nai! 3,7.69,12, Planet Cartoon, Web manga, Fall 2019,31179,38,3362,1094
Binbougami ga!\Good Luck Girl!,7.69,13, Sunrise, Manga, Summer 2012,214372,1154,894,1095
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito\Sailor Moon S Movie: Hearts in Ice,7.69,1," Toei Animation, Production Reed", Manga,TBD,49083,104,2643,1096
Break Blade 6: Doukoku no Toride\Broken Blade 6,7.69,1," Production I.G, Xebec", Manga,TBD,52385,24,2543,1097
Death Note: Rewrite\Death Note: Relight,7.69,2, Madhouse, Manga,TBD,181451,525,1035,1098
Enen no Shouboutai\Fire Force,7.69,24, David Production, Manga, Summer 2019,1052901,7218,105,1099
Hayate no Gotoku!!\Hayate the Combat Butler!!,7.69,25, J.C.Staff, Manga, Spring 2009,107944,474,1608,1100
Ichigo Mashimaro Encore\Strawberry Marshmallow Encore,7.69,2, Daume, 4-koma manga,TBD,20366,16,4105,1101
Ichigo Mashimaro OVA\Strawberry Marshmallow OVA,7.69,3, Daume, 4-koma manga,TBD,22972,20,3903,1102
Kami nomi zo Shiru Sekai: Tenri-hen\The World God Only Knows: Tenri Arc,7.69,2, Manglobe, Manga,TBD,126986,103,1414,1103
Keroro Gunsou\Sgt. Frog,7.69,358, Sunrise, Manga, Spring 2004,68686,1035,2174,1104
Kill la Kill Specials,7.69,2, Trigger, Original,TBD,184194,261,1022,1105
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.69,1, Shaft, Light novel,TBD,45411,31,2737,1106
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e\Winter Cup Highlights Episode 2  Winter Cup Highlights -Beyond the Tears-,7.69,1, Production I.G, Manga,TBD,28965,23,3496,1107
Kuroshitsuji\Black Butler,7.69,24, A-1 Pictures, Manga, Fall 2008,1050481,21051,106,1108
Macross F: Close Encounter - Deculture Edition,7.69,1, Satelight, Original,TBD,12044,7,5105,1109
Muumindani no Suisei,7.69,1, Visual 80, Book,TBD,8918,34,5757,1110
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.69,2, Toei Animation, Unknown,TBD,9377,18,5627,1111
Seikai no Senki\Banner of the Stars,7.69,13, Sunrise, Light novel, Spring 2000,30827,256,3380,1112
"Sekaiichi Hatsukoi\Sekai Ichi Hatsukoi - Worlds Greatest First Love""",7.69,12, Studio Deen, Manga, Spring 2011,200549,2970,959,1113
Seto no Hanayome\My Bride is a Mermaid,7.69,26," Gonzo, AIC", Manga, Spring 2007,301534,2845,621,1114
Shigatsu wa Kimi no Uso: Moments,7.69,1, A-1 Pictures, Manga,TBD,98289,143,1732,1115
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?\WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,7.69,12," Satelight, C2C", Light novel, Spring 2017,343025,3943,535,1116
Uchuu Kaizoku Captain Herlock\Space Pirate Captain Harlock,7.69,42, Toei Animation, Manga, Spring 1978,32428,284,3306,1117
Urusei Yatsura,7.69,195," Studio Pierrot, Studio Deen", Manga, Fall 1981,68848,905,2167,1118
"Yuru Yuri,",7.69,1, Lay-duce, Manga,TBD,26324,43,3664,1119
Yuuseiboushi\Living Idly and Dying as if Dreaming,7.69,1," None found, add some", Original,TBD,1246,15,10910,1120
Mitsudomoe Zouryouchuu!,7.68,8, Bridge, Manga, Winter 2011,42655,80,2832,1121
Nejimaki Seirei Senki: Tenkyou no Alderamin\Alderamin on the Sky,7.68,13, Madhouse, Light novel, Summer 2016,285422,1291,666,1122
Pandora Hearts,7.68,25, Xebec, Manga, Spring 2009,399887,5004,448,1123
Princess Principal: Crown Handler Movie 2,7.68,1, Actas, Original,TBD,8654,19,5839,1124
Shoukoujo Sara\A Little Princess Sara,7.68,46, Nippon Animation, Novel, Winter 1985,17825,100,4368,1125
Space Cobra\Space Adventure Cobra,7.68,31, Tokyo Movie Shinsha, Manga, Fall 1982,19028,223,4237,1126
Tenkuu no Escaflowne\The Vision of Escaflowne,7.68,26, Sunrise, Original, Spring 1996,139883,1961,1323,1127
Toaru Kagaku no Railgun\A Certain Scientific Railgun,7.68,24, J.C.Staff, Manga, Fall 2009,545260,5470,321,1128
Tong Ling Fei,7.68,16, Haoliners Animation League, Web manga,TBD,30879,441,3376,1129
5-toubun no Hanayome\The Quintessential Quintuplets,7.68,12, Tezuka Productions, Manga, Winter 2019,752585,11713,183,1130
Aria the Animation,7.68,13, Hal Film Maker, Manga, Fall 2005,146323,1950,1276,1131
Arslan Senki (TV)\The Heroic Legend of Arslan,7.68,25," SANZIGEN, LIDENFILMS", Manga, Spring 2015,342389,1597,536,1132
Bokura wa Minna Kawai-sou\The Kawai Complex Guide to Manors and Hostel Behavior,7.68,12,Studios: Brains Base, Manga, Spring 2014,350218,2054,517,1133
"Chis Sweet Home""",7.68,104, Madhouse, Manga, Spring 2008,59451,416,2373,1134
Detective Conan Movie 17: Private Eye in the Distant Sea,7.68,1, TMS Entertainment, Manga,TBD,33888,15,3228,1135
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou\Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,7.68,1, Shuka, Light novel,TBD,61312,50,2328,1136
Fruits Basket,7.68,26, Studio Deen, Manga, Summer 2001,494967,8669,355,1137
"Giovanni no Shima\Giovannis Island""",7.68,1, Production I.G, Original,TBD,28330,61,3535,1138
Heion Sedai no Idaten-tachi\The Idaten Deities Know Only Peace,7.68,11, MAPPA, Manga, Summer 2021,146852,1355,1273,1139
Kami nomi zo Shiru Sekai\The World God Only Knows,7.68,12, Manglobe, Manga, Fall 2010,573574,5449,294,1140
Kanojo to Kanojo no Neko: Everything Flows,7.68,4," LIDENFILMS, LIDENFILMS Kyoto Studio", Original, Winter 2016,114239,558,1531,1141
Kengan Ashura Part 2,7.68,12, Larx Entertainment, Web manga,TBD,73695,267,2075,1142
Kidou Keisatsu Patlabor: On Television\Patlabor: The Mobile Police - The TV Series,7.68,47, Sunrise, Original, Fall 1989,32428,377,3305,1143
Kimi to Boku.\You and Me.,7.68,13, J.C.Staff, Manga, Fall 2011,169876,1327,1107,1144
Kuroko no Basket 3rd Season NG-shuu,7.68,9, Production I.G, Manga,TBD,40303,83,2937,1145
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari\Winter Cup Highlights Episode 1  Winter Cup Highlights -Shadow and Light-,7.68,1, Production I.G, Manga,TBD,32898,28,3286,1146
Manga de Wakaru! Fate/Grand Order,7.68,1, A-1 Pictures, Game,TBD,15218,39,4649,1147
3D Kanojo: Real Girl 2nd Season,7.67,12, Hoods Entertainment, Manga, Winter 2019,155479,1066,1215,1148
ACCA: 13-ku Kansatsu-ka\ACCA: 13-Territory Inspection Dept.,7.67,12, Madhouse, Manga, Winter 2017,144620,1271,1289,1149
Ai no Utagoe wo Kikasete\Sing a Bit of Harmony,7.67,1, J.C.Staff, Original,TBD,44536,327,2763,1150
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,7.67,1, SANZIGEN, Original,TBD,6808,52,6412,1151
Detective Conan Movie 21: The Crimson Love Letter,7.67,1, TMS Entertainment, Manga,TBD,26092,38,3677,1152
Dragon Ball Kai (2014)\Dragon Ball Z Kai: The Final Chapters,7.67,61, Toei Animation, Manga, Spring 2014,159469,643,1190,1153
Drifters: Special Edition,7.67,1, Hoods Drifters Studio, Manga,TBD,30844,21,3379,1154
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.67,1, Kyoto Animation, Manga,TBD,68204,93,2188,1155
Hachimitsu to Clover Specials\Honey and Clover Specials,7.67,2, J.C.Staff, Manga,TBD,29448,43,3467,1156
Hakumei to Mikochi\Hakumei and Mikochi,7.67,12, Lerche, Manga, Winter 2018,56173,317,2458,1157
InuYasha Movie 2: Kagami no Naka no Mugenjo\InuYasha the Movie 2: The Castle Beyond the Looking Glass,7.67,1, Sunrise, Manga,TBD,95282,228,1767,1158
Kakushigoto Movie,7.67,1, Ajia-Do, Manga,TBD,33855,146,3230,1159
"Kuroko no Basket NG-shuu\Kurokos Basketball Specials""",7.67,9, Production I.G, Manga,TBD,61646,54,2318,1160
Minami-ke,7.67,13, Daume, Manga, Fall 2007,161360,1043,1177,1161
Mousou Dairinin\Paranoia Agent,7.67,13, Madhouse, Original, Winter 2004,352556,4643,513,1162
Naruto: Shippuuden Movie 6 - Road to Ninja\Road to Ninja: Naruto the Movie,7.67,1, Studio Pierrot, Manga,TBD,293597,449,641,1163
Pokemon XY&Z\Pokmon the Series: XYZ,7.67,47, OLM, Game, Fall 2015,115220,850,1521,1164
Seikai no Senki III,7.67,2, Sunrise, Light novel,TBD,16489,50,4508,1165
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.67,48, Magic Bus, Manga, Winter 1998,11582,132,5176,1166
Shin Mazinger Shougeki! Z-hen\Mazinger Edition Z: The Impact!,7.67,26," Bee Media, Code", Manga, Spring 2009,14075,149,4793,1167
Tsuritama,7.67,12, A-1 Pictures, Original, Spring 2012,157898,2189,1199,1168
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou\Yuki Yuna is a Hero: The Washio Sumi Chapter,7.67,6, Studio Gokumi, Light novel, Fall 2017,39433,175,2974,1169
Minami-ke Tadaima,7.66,13, feel., Manga, Winter 2013,53336,73,2522,1170
"Mobile Suit Gundam: Chars Counterattack""",7.66,1, Sunrise, Novel,TBD,40977,342,2902,1171
Poyopoyo Kansatsu Nikki\Poyopoyo,7.66,52, Studio Deen, 4-koma manga, Winter 2012,19773,144,4156,1172
Rilakkuma to Kaoru-san\Rilakkuma and Kaoru,7.66,13, dwarf, Other,TBD,12909,141,4960,1173
Seikai no Monshou\Crest of the Stars,7.66,13, Sunrise, Light novel, Winter 1999,47149,425,2691,1174
Sidonia no Kishi\Knights of Sidonia,7.66,12, Polygon Pictures, Manga, Spring 2014,212471,1379,901,1175
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.66,1, Toei Animation, Manga,TBD,14734,11,4700,1176
Working!!\Wagnaria!!,7.66,13, A-1 Pictures, 4-koma manga, Spring 2010,400353,2409,447,1177
Yowamushi Pedal: New Generation,7.66,25, TMS Entertainment, Manga, Winter 2017,70308,113,2146,1178
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou\Yuki Yuna is a Hero: The Hero Chapter,7.66,6, Studio Gokumi, Original, Fall 2017,36584,218,3095,1179
Aggressive Retsuko (ONA)\Aggretsuko,7.66,10, Fanworks, Other,TBD,151027,1054,1246,1180
